evam astv iti deveśa | HV_App.I,31.2191a
evam astv iti deveśaḥ | HV_App.I,31.861a
evam astv iti daityeśo | **HV_App.I,42B.2824**196:3a
evam astv iti rudro 'pi | HV_App.I,20.723a
evam astv iti śakras tam | HV_85.43a
evam astv iti sa prokto | HV_App.I,29F.65a
evam astv iti saṃhṛṣṭaḥ | HV_36.1a
evam astv iti so 'py agniḥ | HV_35.62a
evam ākruṣyamānas tu | HV_65.97a
evam āghoṣayām āsa | HV_App.I,12.80a
evam ājñā kṛtā pūrvaṃ | *HV_12.39*241a
evam ājñāpayānaṃ tu | HV_76.23a
evam ājñāpayām āsa | HV_61.7a
evam ājñāpayāmāsur | HV_App.I,23.12a
evam ājñāpya govindo | HV_App.I,23.44a
evam ājñāpya rājā sa | HV_72.12a
evam ājñāṃ sureśasya | HV_App.I,20.454a
evam ātmānam ātmā me | HV_35.47a
evamādi kriyā kāryā | HV_App.I,31.145a
evam ādiguṇair yuktaṃ | HV_App.I,31.45a
evamādi jagannāthaḥ | HV_App.I,21.39a
evamādi jagannāthaḥ | HV_App.I,31.315a
evamādi tadā bāṇo | *HV_112.116ab*1470:5a
evam ādipurāṇeṣu | HV_App.I,41.296a
evamādir mahāgarvas | HV_App.I,31.1365a
evamādi vilapyantaṃ | HV_App.I,31.3625a
evamādi vṛthā mama | HV_App.I,31.1974b
evam ādiśya tān brahmā | HV_43.75a
evam ādiśya deveśo | HV_App.I,30.57a
evamādīni cānyāni | HV_App.I,20.274a
evamādīni divyāni | HV_App.I,20.156a
evamādīni putrāṇāṃ | *HV_98.18*1105:1a
evamādīni sūktāni | HV_App.I,6.49a
evam ādyāni govindo | HV_App.I,9.32a
evam āpyāyitaḥ somas | HV_App.I,4.41a
evam ābruvamāṇau tau | HV_App.I,20.994a
evam ābhāṣate krodhān | HV_App.I,41.240a
evam ābhāṣya tān sarvān | HV_App.I,20.674a
evam ābhāṣya rājānaṃ | HV_App.I,20.906a
evam ārādhito devaiḥ | **HV_App.I,43.64**5:1a
evam ārtakalatrasya | HV_77.20a
evam ārtaṃ rudantīṣu | HV_78.5c
evam ālokayām āsa | HV_94.1a
evam āsīd drumakṣayaḥ | HV_2.37d
evam āha gurur mama | HV_App.I,40.99b
evam āha pitāmahaḥ | HV_31.10f
evam āha punaḥ punaḥ | HV_85.42d
evam āha prajāpatiḥ | HV_100.69d
evam āhuḥ pare loke | HV_35.37c
evam ikṣvākuvaṃśāt tu | HV_App.I,18.208a
evam īrśyāvaśaṃ prāptāṃ | HV_App.I,29.286a
evam uktas tataḥ kṛṣṇaḥ | HV_86.35a
evam uktas tataḥ prāha | HV_86.31a
evam uktas tato bāṇas | HV_106.18a
evam uktas tadā kṛṣṇo | *HV_79.16*881:5a
evam uktas tadā tena | **HV_App.I,42B.2824**196:25a
evam uktas tadā devair | HV_App.I,42B.2765a
evam uktas tadā daityo | HV_App.I,25.139a
evam uktas tadotthāya | HV_App.I,6.32a
evam uktas tu kṛṣṇena | HV_App.I,29.850a
evam uktas tu kṛṣṇena | *HV_56.39*682Aa
evam uktas tu kṛṣṇena | *HV_70.15*788a
evam uktas tu kṛṣṇena | HV_111.12a
evam uktas tu kṛṣṇena | *HV_113.1*1485:8a
evam uktas tu daityena | *HV_31.45*468:1a
evam uktas tu māṃ kruddhaḥ | HV_43.28a
evam uktaḥ sa dūtas tu | HV_44.44a
evam uktaḥ sa dṛṣṭvā vai | HV_App.I,7.30a
evam uktaḥ sa śukreṇa | HV_App.I,42B.2811a
evam uktaḥ smitaṃ kṛtvā | HV_100.23a
evam uktā tato gaṅgā | HV_100.41a
evam uktā tadā kanyā | *HV_108.7*1207:3a
evam uktā tadā devī | HV_App.I,28A.37a
evam uktā tadaivoṣā | *HV_107.57*1179:8a
evam uktā tu kṛṣṇena | *HV_99.49*1115:1a
evam uktā tu dāseyī | HV_13.40a
evam uktā tu bāṇena | *HV_112.99a*1441:2
evamuktā tu sā devī | *HV_3.104*90:3a
evamuktā tu sā devī | *HV_3.108d*91:7a
evam uktā tu sā bhīruḥ | HV_99.16a
evam uktā daityasutā | HV_107.16a
evam uktā niruddhena | *HV_108.98*1259:14a
evam uktā nivṛttās te | HV_App.I,29B.334a
evam uktā mahābhāgā | HV_App.I,6B.63a
evam uktās tataḥ sarve | HV_App.I,31.1268a
evam uktās tu kṛṣṇena | HV_86.11a
evam uktās tu tāḥ sādhvyo | HV_App.I,29A.426a
evam uktās tu te gopā | HV_63.14a
evam ukte tatas tasmin | HV_App.I,13.25a
evam ukte tathā cakrur | HV_App.I,29B.160a
evam ukte tadā devyā | HV_107.13a
evam ukte tu nṛpatir | HV_App.I,18.881a
evam ukte tu vacane | HV_App.I,33.40a
evam ukte tu vacane | HV_App.I,36.13a
evam ukte tu vacane | HV_App.I,42B.2642a
evam ukte tu vacane | *HV_108.98ab*1256a
evam ukte tu vacane | HV_109.68a
evam ukte tu vacane | *HV_111.9*1345:1a
evam ukte tu vacane | *HV_112.49*1399:5a
evam ukte tu vacane | *HV_112.99*1445:4a
evam ukte tu vacane | *HV_112.99*1445:10a
evam ukte tv andhakena | HV_App.I,29C.171a
evam ukte vajranābhaḥ | HV_App.I,29F.39a
evam ukto jagannāthaḥ | HV_App.I,28.10a
evam ukto jayantaś ca | HV_App.I,29.1138a
evam ukto jvaras tadā | HV_110.68b
evam ukto 'tha bāṇasya | *HV_113.44ab*1510a
evam ukto devasaṃghair | HV_App.I,42A.532a
evam ukto bhagavatā | HV_38.64a
evam ukto bhagavatā | *HV_71.5*800:1a
evam ukto maghavatā | HV_App.I,30.321a
evam ukto muniśreṣṭhaḥ | HV_100.24a
evam ukto viniścitya | HV_App.I,6.27a
evam ukto 'suraśreṣṭhaḥ | **HV_App.I,42B.2804**194:1a
evam ukto 'smi kṣṛṇena | HV_104.23a
evam ukto hṛṣīkeśaṃ | *HV_111.7*1339:2a
evam uktau sthitau vīrau | HV_App.I,29.1193a
evam uktvā gatas tatra | HV_App.I,6.22a
evam uktvā gatā haṃsāḥ | HV_App.I,29F.647a
evam uktvā gireḥ śṛṅgam | HV_App.I,29C.153a
evam uktvā gireḥ śṛṅgān | HV_App.I,18.765a
evam uktvā jarāsaṃdhaḥ | *HV_81.50*910a
evam uktvā tataḥ kṛṣṇaś | *HV_75.28ab*841:2a
evam uktvā tataḥ kṛṣṇas | HV_112.102a
evam uktvā tataḥ kṛṣṇaḥ | HV_App.I,18.610a
evam uktvā tataḥ kṛṣṇaḥ | HV_81.8a
evam uktvā tato viṣṇur | **HV_App.I,42B.2923**214:1a
evam uktvā tadā viṣṇu+ | **HV_App.I,42B.2925**215:1a
evam uktvā tu kṛṣṇo hi | HV_App.I,20.50a
evam uktvā tu govindo | *HV_75.8*838:7a
evam uktvā tu tāṃ bhāryām | HV_App.I,6B.47a
evam uktvā tu te sarve | HV_3.49a
evam uktvā tu tau vīrau | HV_App.I,18.290a
evam uktvā tu bhagavāñ | HV_31.47a
evam uktvā tu bhagavān | HV_App.I,42A.75a
evam uktvā tu bhagavān | HV_App.I,42A.576a
evam uktvā tu bhagavān | HV_App.I,42B.2720a
evam uktvā tu rājānaṃ | HV_App.I,20.619a
evam uktvā tu rājā sa | HV_App.I,20.692a
evam uktvā tu sa tadā | *HV_67.68*775a
evam uktvā tu hariṇā | HV_App.I,29.298a
evam uktvā dānavendro | HV_App.I,15.48a
evam uktvā narendrāṃs tān | HV_App.I,20.517a
evam uktvā patiṃ bhojaṃ | HV_77.52a
evam uktvā pariṣvajya | HV_113.70a
evam uktvā punas tāṃs tu | *HV_108.17*1218:1a
evam uktvā pradudrāva | HV_App.I,5.127a
evam uktvā baliḥ śīghraṃ | HV_App.I,42B.2822a
evam uktvābravīd idam | HV_App.I,6B.68b
evam uktvā mahādevas | HV_App.I,29.1356a
evam uktvā mahādevaṃ | HV_112.113a
evam uktvā mahānādaṃ | HV_App.I,29F.776a
evam uktvā mahābāhur | HV_App.I,20.81a
evam uktvā mahārāja | HV_App.I,5.73a
evam uktvā mahāsainyaṃ | HV_App.I,42B.1907a
evam uktvā yaduṃ tāta | HV_22.28a
evam uktvā vaco ghoraṃ | HV_48.36a
evam uktvā sa deveśo | HV_13.74a
evam uktvā sa bhagavāñ | HV_App.I,42A.39a
evam uktvā sa bhagavān | HV_31.64a
evam uktvā sa rājarṣiḥ | HV_22.41a
evam uktvā suragaṇān | HV_38.79a
evam uktvā suraśreṣṭhaṃ | HV_App.I,20.383a
evam uktvā hi sā devī | HV_App.I,42B.2453a
evam uccāritāṃ vācaṃ | HV_112.10a
evam uccārya nandas tu | *HV_50.19*634:9a
evam uccaiḥ prabhāṣantaṃ | HV_118.23a
evam uttamaratnāni | HV_91.11a
evam ūrjitavīryasya | HV_77.45a
evam ekārṇavībhūte | HV_App.I,41.162a
evam ekārṇave ghore | HV_App.I,41.14a
evam ekaikaśaḥ sarvān | HV_App.I,31.1556a
evam etat payo dugdhaṃ | HV_59.17a
evam etat purā gītaṃ | HV_19.34a
evam etat purā vṛttaṃ | HV_19.30a
evam etat subahuśaḥ | HV_App.I,29.811a
evam etad iti prāha | *HV_108.10*1210:6a
evam etad bhaviṣyati | *HV_111.12ab*1350:1b
evam etan na saṃśayaḥ | *HV_3.108d*91:11b
evam etan mayā pūrvaṃ | HV_43.46a
evam etan mahārāja | HV_App.I,40.98a
evam etāni karmāṇi | HV_97.40a
evam etāsu nārīṣu | HV_App.I,35.47a
evam ete trayo lokā | HV_App.I,41.724a
evam ete mahātmānaḥ | HV_App.I,3.13a
evam etair mahāghoraiḥ | HV_App.I,31.1016a
evam eva kuberasya | HV_App.I,42B.2033a
evam eva ca bhūyiṣṭho | HV_App.I,29.1269a
evam eva ca vaktavyas | HV_App.I,29B.305a
evam eva ca vistāraṃ | HV_App.I,41.709a
evam eva jagatpatiḥ | HV_App.I,31.920b
evam eva nṛpottama | HV_App.I,31.194b
evam eva purā praśnaṃ | HV_11.6c
evam eva bhaviṣyati | HV_116.30b
evam evam ahaṃ bhīru | *HV_108.10*1210:19a
evam eva vijānīta | HV_App.I,31.1251a
evam eva svabhāvataḥ | *HV_116.30ab*1573b
evam evaṃ bruvāṇaṃ taṃ | HV_App.I,20.557a
evam evābravīd rājā | HV_22.29c
evam eveti cukruśuḥ | HV_App.I,31.1392b
evam eveti te viprāḥ | HV_App.I,31.1270a
evam evaiṣa bhagavān | HV_App.I,41.180a
evam eṣa giriḥ kṣipraṃ | HV_App.I,18.693a
evam eṣa daśārhāṇāṃ | HV_97.36a
evam eṣa nikṛtyā vai | HV_65.44a
evam eṣa mahābāhuḥ | HV_App.I,30.61a
evam eṣa mahābāhuḥ | HV_97.28a
evam eṣa mahābāhūr | HV_31.142a
evam eṣa yajurbhāgaḥ | HV_App.I,41.797a
evam eṣā ca gaur dharmaṃ | HV_16.11a
evam eṣā purī kṣipraṃ | HV_81.48a
evam eṣā hitārthāya | HV_40.33a
evam eṣo 'vatīirṇo vai | HV_113.71a
evaṃ kathayatas tasya | HV_52.29a
evaṃ kathayatām eva | HV_113.55a
evaṃ kathayator eva | HV_106.39a
evaṃ kathayamānaṃ taṃ | HV_App.I,20.894a
evaṃ kathayamānānāṃ | HV_App.I,20.279a
evaṃ karmaṇi nirvṛtte | **HV_App.I,41.1876**64:2a
evaṃ kaṣṭam anuprāptāḥ | *HV_31.148*482:8a
evaṃ kālapratīkṣāṇāṃ | HV_App.I,29F.403a
evaṃ kumbhāṇḍavākyaṃ te | *HV_112.13*1356:1a
evaṃ kṛte bāhuvīryaṃ | *HV_55.57*675a
evaṃ kṛte vidhāsyāmi | HV_App.I,29D.86a
evaṃ kṛtvā tato vipraṃ | HV_App.I,29A.460a
evaṃ kṛtvā tathā rūpaṃ | HV_App.I,41.1429a
evaṃ kṛtvātha saṃjalpaṃ | HV_App.I,20.1146a
evaṃ kṛtvā purānandam | HV_App.I,20.966a
evaṃ kolāhale tasmin | HV_App.I,23.26a
evaṃ kauśikagotraṃ tu | **HV_App.I,6B.95**5:6a
evaṃ kṣāntamanāḥ kṛṣṇa | HV_62.37a
evaṃ kṣipto 'pi bhagavān | *HV_85.39*971:5a
evaṃ kṣubdhaṃ jagat sarvaṃ | **HV_App.I,42A.492**41:3a
evaṃ gate 'dya yat kāryaṃ | HV_App.I,29.863a
evaṃ gate 'niruddhasya | HV_App.I,39.3a
evaṃ gate mahārāja | *HV_46.7*574a
evaṃ gate vraje tasmiñ | HV_App.I,11.89a
evaṃ gatvā parāṃ kāṣṭhāṃ | HV_117.5c
evaṃ gargasya tanayaḥ | HV_App.I,20.724a
evaṃ gopāṅganāḥ kṛṣṇaṃ | *HV_63.34*736:2a
evaṃ grahāya te vīram | HV_App.I,29E.116a
evaṃ caturvidhaiḥ sainyaiḥ | HV_App.I,18.632a
evaṃ caturvidhaiḥ sainyaiḥ | HV_81.19a
evaṃ ca bruvatāṃ teṣāṃ | *HV_109.62*1277:4a
evaṃ ca śrutam asmābhiḥ | HV_11.2a
evaṃ cintayatas tasya | *HV_81.13*903a
evaṃ cintayatāṃ teṣāṃ | *HV_109.62*1275a
evaṃ cintayamānasya | *HV_109.50*1269:3a
evaṃ cintaya māṃ deva | HV_App.I,31.593a
evaṃ jagati vartante | HV_41.30a
evaṃ jānīta he viprā | **HV_App.I,31.1233**11:2a
evaṃ jānīta he viprā | HV_App.I,31.1238a
evaṃ tat tumulaṃ yuddham | HV_App.I,42B.1784a
evaṃ tad abhavad yuddhaṃ | **HV_App.I,42B.907**45:1a
evaṃ tad abhavad yuddhaṃ | HV_App.I,42B.1337a
evaṃ tad dānavaṃ sainyaṃ | HV_33.31a
evaṃ tāv ekanirmāṇau | HV_App.I,18.1103a
evaṃ tāv ekanirmāṇau | HV_79.40a
evaṃ tu tāṃ samādiśya | HV_47.57a
evaṃ tu vatsapālau tau | *HV_52.7ab*653a
evaṃ te kurvataḥ kṛṣṇa | HV_69.25a
evaṃ te tuṣṭuvur gopāḥ | *HV_67.51*772a
evaṃ te dānavāḥ sarve | HV_App.I,26.30a
evaṃ te nihatā rājan | HV_App.I,31.1545a
evaṃ te 'nyonyasaṃbādhe | HV_App.I,43.83a
evaṃ te vismitāḥ sarve | HV_56.46a
evaṃ te vīryavibhavaṃ | HV_App.I,31.3500a
evaṃ teṣāṃ mahārāja | HV_App.I,31.1532a
evaṃ te samayaṃ cakruḥ | HV_17.2c
evaṃ te sahitā rājaṃś | HV_App.I,31.3459a
evaṃ te sainikā brūyuḥ | HV_App.I,31.1804a
evaṃ taiś ca vasuṃdharā | *HV_6.29ab*120b
evaṃ tau tatra saṃgrāme | *HV_82.19*936:1a
evaṃ tau bālyam uttīrṇau | HV_52.1a
evaṃ tau bālyam uttīrṇau | *HV_79.39*888a
evaṃ tau yodhamukhyau tu | *HV_82.19*936:5a
evaṃ tau satataṃ tatra | HV_App.I,9A.15a
evaṃ triṣavaṇasnāto | HV_App.I,4.106a
evaṃ trīṇy asya śaṅkūni | HV_10.18a
evaṃ tvam asi devānāṃ | HV_62.20c
evaṃ dattāsmi manave | HV_42.48a
evaṃ dattvā rājyam asmai | HV_App.I,38.31a
evaṃ divā ca rātrau ca | HV_App.I,41.1905a
evaṃ duḥkhena te deva | HV_App.I,29.432a
evaṃ dṛṣṭvā mahotpātān | HV_App.I,30.357a
evaṃ devanikāyās te | HV_3.57c
evaṃ devavacobhiś ca | HV_App.I,43.65a
evaṃ devo mahābāhuḥ | *HV_25.16*421:1a
evaṃ dvaṃdvaṃ sa bhagavān | HV_App.I,41.733a
evaṃ dvādaśasāhasraṃ | HV_App.I,41.92a
evaṃ dvāravatīṃ caiva | HV_84.34a
evaṃ dhanūṃṣi rājendra | HV_App.I,31.3311a
evaṃ dharme ca te buddhir | HV_14.9a
evaṃ dhyāto hariḥ sākṣāt | HV_App.I,31.1255a
evaṃ na gacched utthānam | HV_App.I,41.1284a
evaṃ nārāyaṇenokto | HV_App.I,29.396a
evaṃ nidhipatiḥ śrīmān | HV_App.I,20.948a
evaṃ niyujya tanayān | HV_App.I,42.481a
evaṃ nirbhartsito 'mbaṣṭhaḥ | *HV_74.22ab*831:7a
evaṃ niścitya govinda | HV_103.6c
evaṃ putrasahasrāṇi | HV_App.I,42.412a
evaṃ putrās trayo 'py ete | HV_App.I,41.476a
evaṃ purāṇapuruṣo | HV_App.I,29.758a
evaṃ pṛṣṭaḥ piśācābhyām | HV_App.I,31.448a
evaṃ pṛṣṭās tadā viprāḥ | HV_App.I,27.22a
evaṃ pṛṣṭau piśācau tu | HV_App.I,31.468a
evaṃ pratardano rājā | **HV_App.I,7.146**7:1a
evaṃ pradyumna buddhyā vai | HV_App.I,30.338a
evaṃprabhāvo rājāsīd | HV_App.I,6.73a
evaṃprabhāvo vainyaḥ sa | HV_6.42a
evaṃ pravartite garbhe | HV_30.46a
evaṃ pravṛttaḥ kiṃ śakyaṃ | HV_App.I,29.641a
evaṃprāyā nṛṇāṃ yonir | HV_48.42c
evaṃ prāvṛṅgunān sarvāñ | HV_54.41a
evaṃ prītāḥ sumanaso | HV_App.I,12.110a
evaṃ preraya māṃ deva | HV_App.I,31.591a
evaṃbalaḥ sa daityendro | HV_App.I,42B.1685a
evaṃ bahu cintayāno | HV_App.I,15.43a
evaṃ bahuvidhaṃ kṛṣṇaṃ | HV_68.39a
evaṃ bahuvidhaṃ vākyaṃ | HV_5.53a
evaṃ bahuvidhākārā | **HV_App.I,11.69**3:4a
evaṃ bahuvidhā ghorāḥ | HV_App.I,31.1005a
evaṃ bahuvidhān paśyaṃś | HV_App.I,15.19a
evaṃ bahuvidhālāpaṃ | *HV_83.18cd*954:1a
evaṃ bahuvidhair bhūtaiḥ | HV_App.I,31.1025a
evaṃ bahūni yuddhāni | **HV_App.I,42.598**31:76a
evaṃ bruvati govinde | HV_78.16a
evaṃ bruvati vākyaṃ tu | HV_38.28a
evaṃ bruvati vai putre | **HV_App.I,42A.226**18:2a
evaṃ bruvantas te 'nyonyam | HV_110.49c
evaṃ bruvāṇaṃ taṃ bhūpaṃ | HV_App.I,20.174a
evaṃ bruvāṇāṃ tāṃ devīṃ | *HV_3.109b*92:5a
evaṃ bhagavataḥ padme | HV_App.I,41.372a
evaṃ bhayam abhūt teṣāṃ | *HV_108.46*1230a
evaṃ bhavatu bhadraṃ te | *HV_111.8*1342:1a
evaṃ bhavatu bhadraṃ te | *HV_111.9*1345Aa
evaṃ bhavatu bhadraṃ te | HV_112.123a
evaṃ bhavatu bhadraṃ vo | **HV_App.I,42B.2632**175:1a
evaṃ bhavatsu yukteṣu | HV_65.20a
evaṃ bhaviṣyatīty āha | *HV_112.125*1479:1a
evaṃ bhaviṣyate bāṇa | HV_112.128c
evaṃ bhaviṣyaty avaśyaṃ | *HV_112.126ab*1480a
evaṃ bhaviṣyanti tadā | HV_117.37a
evaṃ bhaviṣye tu gatiṃ | *HV_116.4ab*1562a
evaṃ bhānumatī vīra | HV_App.I,29E.151a
evaṃ bhuvati sattvaṃ vai | HV_83.18a
evaṃbhūto mahādevaḥ | **HV_App.I,41.1876**64:1a
evaṃ bhūyo 'parān ghorān | HV_App.I,42A.305a
evaṃ matir ajāyata | HV_App.I,11.107b
evaṃ manasi saṃkalpaṃ | HV_App.I,22.16a
evaṃ manasi saṃsthāpya | *HV_87.32*1001:2a
evaṃ mama parā prītir | HV_60.28c
evaṃ mayi nirālambe | HV_43.34a
evaṃ mahātmanā tena | **HV_App.I,42A.583**61:1a
evaṃ mām uktavān gurum | HV_App.I,29.659b
evaṃ māṃ strījito dvija | HV_App.I,29.661b
evaṃ mithyābhiśastena | HV_28.31a
evaṃ yajñavarāheṇa | HV_App.I,42.187a
evaṃ yajñavarāheṇa | HV_31.30a
evaṃ yatheṣṭaṃ nṛpate | *HV_21.20*325:2a
evaṃ yady aparāddho 'haṃ | HV_43.33a
evaṃ yayāteḥ śāpena | HV_23.127a
evaṃ yā kurute nityaṃ | HV_App.I,29A.283a
evaṃ yuddham abhūt teṣāṃ | *HV_81.104ab*927:3a
evaṃ rājā vicintyātha | *HV_72.1ab*819:8a
evaṃ rājyaṃ ca te sphītaṃ | HV_15.40a
evaṃ rāmasya caritaṃ | **HV_App.I,29F.291**4:1a
evaṃ rūpeṇa saṃpannāṃ | HV_App.I,22.19a
evaṃrūpo nabhasi tvaṃ | HV_App.I,41.1917a
evaṃ lālapyamānaṃ taṃ | HV_App.I,20.702a
evaṃ vatsān pālayantau | HV_52.7a
evaṃ vatsair abhighnantaṃ | HV_App.I,11.251a
evaṃ varān bahūṃl labdhvā | *HV_113.1*1483a
evaṃ varṇā jagannātha | HV_App.I,31.1175a
evaṃ varṣasahasraṃ me | *HV_85.8ab*965:3a
evaṃ vāgviṣam utsṛjya | HV_72.25a
evaṃvādinam ātmeṣṭaṃ | HV_App.I,29.212a
evaṃ vārāṇasī śaptā | HV_App.I,7.133a
evaṃ vārāṇasī śaptā | HV_App.I,7.138a
evaṃ vicārayantaṃ taṃ | HV_App.I,10.9a
evaṃ vicitrarūpo 'sau | **HV_App.I,42B.2855**199:37a
evaṃ vicintayitvā sā | HV_App.I,22.62a
evaṃ vicintayitvā sā | *HV_87.39*1003:29a
evaṃ vicintya manasā | *HV_65.100*757:12a
evaṃ vijṛmbhatas tasya | **HV_App.I,42B.2855**199:28a
evaṃ vijñāpya deveśaṃ | HV_App.I,20.935a
evaṃvidhaprabhāvaṃ tvaṃ | HV_App.I,29.810a
evaṃvidhās tu te tāta | *HV_14.9*281:15a
evaṃvidheṣu priyasaṃgameṣu | HV_App.I,29F.501
evaṃvidhair ahobhiś ca | HV_App.I,11.49a
evaṃ viniścayaṃ budhvā | HV_App.I,20.269a
evaṃ vipothitā sarvā | *HV_91.53*1058A:41a
evaṃ viprarṣayo devi | *HV_107.33*1173:2a
evaṃ viplāvite loke | *HV_117.39*1582:1a
evaṃ vibhajya trailokyaṃ | HV_App.I,42B.2965a
evaṃ vibhajya pṛthivīṃ | HV_22.21a
evaṃ vibhajya rājyāni | HV_App.I,42.469a
evaṃ vibhajya rājyāni | HV_4.10a
evaṃ vivadatos tatra | *HV_110.33*1307:9a
evaṃ vivāhaṃ yadupuṃgavastadā | *HV_88.44*1021:1
evaṃ vividharūpāṇi | HV_106.50a
evaṃ vividharūpeṇa | *HV_111.9*1345:19a
evaṃ vivṛddhim agaman | HV_App.I,41.567a
evaṃ vṛkair udīrṇais tu | HV_52.36a
evaṃ vyatītā rajanī | HV_App.I,29F.748a
evaṃ vyālolamanaso | HV_App.I,12.146a
evaṃ vratāni devībhiḥ | HV_App.I,29A.462a
evaṃ śapati viprarṣau | *HV_102.20a*1127:7a
evaṃ śaptvā sutān sarvāṃś | HV_22.31a
evaṃ śuśrūṣavo dāne | HV_117.42a
evaṃ śūdrā visarpante | HV_App.I,41.1096a
evaṃ śaunaka saṃkṣepād | HV_113.84a
evaṃ śrutvā prayatnaṃ vai | HV_47.9a
evaṃ sa kṛṣṇo gopīnāṃ | HV_63.35a
evaṃ sa cintayāviṣṭaḥ | HV_106.62a
evaṃ sa cintayitvā tu | HV_61.29a
evaṃ sa tu viniścitya | HV_App.I,7.117a
evaṃ sa divyair bhaumaiś ca | HV_86.74a
evaṃ sa devadaityānāṃ | HV_97.30a
evaṃ sa niścayaṃ kṛtvā | HV_App.I,29B.360a
evaṃ sa prācyam adahat | *HV_23.163*401:21a
evaṃ sa maṇim āhṛtya | HV_28.30a
evaṃ samabhavad bhīmo | **HV_App.I,42B.873**42:2a
evaṃ samākule kāle | *HV_48.17*604:1a
evaṃ samāpya geyaṃ tu | *HV_44.12*554:11a
evaṃ samyakpravṛtteṣu | HV_41.16a
evaṃ sa yatnavān kaṃso | HV_47.8a
evaṃ sarvam ahorātraṃ | HV_App.I,34.31a
evaṃ sarvāṇi sainyāni | HV_App.I,30.182a
evaṃ sarvendriyārambhān | HV_App.I,41.1292a
evaṃ sarveśaḥ kāraṇātmā tvam īḍyaḥ | HV_App.I,29.1332
evaṃ sa vilapann eva | HV_46.31a
evaṃ sa viśvāvasunānunītaḥ | HV_118.39a
evaṃ sa śūlabhṛt tatra | **HV_App.I,37.1**1:1a
evaṃ saṃkalpamāno 'pi | HV_App.I,29B.71a
evaṃ saṃkrīḍya bahudhā | **HV_App.I,42.598**31:79a
evaṃ saṃkrīḍya bahudhā | **HV_App.I,42A.518**47:19a
evaṃ saṃcintayitvā sa | HV_App.I,29B.132a
evaṃ saṃcintya bhagavān | *HV_81.13*904:1a
evaṃ saṃcintya manasā | *HV_99.7*1109:11a
evaṃ saṃcintyamānās tu | HV_App.I,20.421a
evaṃ saṃcodito rājā | *HV_1.13*27a
evaṃ saṃjalpatām eva | HV_75.29a
evaṃ saṃdiśya bhaimaḥ sa | HV_App.I,29F.742a
evaṃ saṃdiśya sarvāṃs tān | HV_App.I,20.758a
evaṃ saṃdūṣaṇakarī | HV_107.28a
evaṃ saṃdūṣitā sādhvī | HV_107.27a
evaṃ saṃdhānataḥ kṛtvā | HV_App.I,20.248a
evaṃ saṃpūjayāmāsa | *HV_8.35*158:10a
evaṃ saṃpūjyate tatra | HV_App.I,7.100a
evaṃ saṃpūjya rājendraṃ | HV_App.I,20.1019a
evaṃ saṃpūjya vidhivat | **HV_App.I,40.30**3:4a
evaṃ saṃbhūtam atulaṃ | HV_App.I,11.341a
evaṃ saṃvatsaraṃ kṛtvā | HV_App.I,29A.254a
evaṃ saṃvatsaraṃ kṛtvā | HV_App.I,29A.293a
evaṃ saṃvatsaraṃ pūrṇaṃ | HV_App.I,29A.267a
evaṃ saṃstūyamānaś ca | *HV_86.0*980:5a
evaṃ saṃstūyamānās te | *HV_112.13*1355:1a
evaṃ sāntvayya bhagavān | *HV_79.0*876:9a
evaṃ sābhihitā sakhyā | *HV_107.26*1170:2a
evaṃ sā vasate tatra | HV_App.I,6.12a
evaṃ sā hy uṣitā tatra | **HV_App.I,6.4**2:1a
evaṃ sutīkṣṇān khacarāñ | HV_App.I,42B.1103a
evaṃ sṛṣṭvā jagat sarvaṃ | HV_App.I,31.1184a
evaṃ saubhāgyado vṛkṣaḥ | HV_App.I,29.369a
evaṃ stutas tadā viṣṇur | *HV_85.60*977:7a
evaṃ stutā mahādevī | HV_App.I,35.67a
evaṃ stuto jagannāthaḥ | *HV_106.6*1148A:21a
evaṃ stuto jagannātho | HV_App.I,27.121a
evaṃ stuto jagannātho | **HV_App.I,42.598**31:39a
evaṃ stutvā jagannāthaṃ | HV_App.I,27.113a
evaṃ stutvā tadā devaṃ | *HV_112.75*1422:16a
evaṃ stutvā mahādevaṃ | HV_App.I,20.642a
evaṃ stutvā sahasrākṣaḥ | *HV_113.70ab*1533:1a
evaṃ svapnaṃ kīrtayantī | *HV_99.34*1111:10a
evaṃ svapno mayā dṛṣṭo | *HV_108.11cd*1214C:5a
evaṃ hantā tavātmajaḥ | HV_App.I,10.31b
evaṃ hi bruvatāṃ teṣāṃ | HV_App.I,42A.197a
evaṃ hi vihite yoge | HV_78.24a
eṣa āyāti vipulo | HV_App.I,31.2222a
eṣa eva jagatsvāmī | *HV_48.16*599:3a
eṣa eva prakīrtitaḥ | HV_App.I,29A.111b
eṣa eva ruciṣyo me | **HV_App.I,42B.2824**196:41a
eṣa kaścin mahārāja | *HV_108.12e*1217:10a
eṣa kaṃsasya sahajaḥ | HV_67.20a
eṣa kṛtvā manomayam | HV_35.46b
eṣa kṛṣṇa iti khyāto | HV_65.21a
eṣa kauravya tattvena | HV_App.I,42.655a
eṣa gacchāmi putrārthaṃ | HV_App.I,31.71a
eṣa gacchāmi vāṃ hantuṃ | HV_App.I,31.3037a
eṣa gopakadāyādo | HV_App.I,22A.17a
eṣa ghorasya sarvataḥ | HV_App.I,31.655b
eṣa ghoro grahaḥ svātīm | HV_66.25a
